Date,FluApos,FluBpos,FluPos,FluTest,RSVtest,RSVpos,adenot,adeno,parat,para,Rhinot,Rhino,hMPVt,hMPV,Coronat,Corona,,,,,,,,,,,,,,
4-Sep-05,0,0,0,62,62,0,62,4,62,2,,,,,,,,,,,,,,,,,,,,
11-Sep-05,0,0,0,24,24,0,24,0,24,1,,,,,,,,,,,,,,,,,,,,
18-Sep-05,1,0,1,62,62,0,62,0,62,1,,,,,,,,,,,,,,,,,,,,
25-Sep-05,0,0,0,55,55,0,55,1,55,0,,,,,,,,,,,,,,,,,,,,
2-Oct-05,0,0,0,57,58,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,
9-Oct-05,0,0,0,74,74,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,
16-Oct-05,0,0,0,87,87,0,87,0,87,2,,,,,,,,,,,,,,,,,,,,
23-Oct-05,0,0,0,43,43,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,
30-Oct-05,4,0,4,83,83,0,83,1,83,0,,,,,,,,,,,,,,,,,,,,
6-Nov-05,0,1,1,95,95,0,95,0,95,1,,,,,,,,,,,,,,,,,,,,
13-Nov-05,2,0,2,126,126,0,126,0,126,0,,,,,,,,,,,,,,,,,,,,
20-Nov-05,2,0,2,130,130,1,130,4,130,1,,,,,,,,,,,,,,,,,,,,
27-Nov-05,7,2,9,87,87,0,87,1,87,1,,,,,,,,,,,,,,,,,,,,
4-Dec-05,6,0,6,117,117,2,117,0,117,5,,,,,,,,,,,,,,,,,,,,
11-Dec-05,23,0,23,174,174,0,174,1,174,2,,,,,,,,,,,,,,,,,,,,
18-Dec-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
25-Dec-05,30,0,30,165,165,0,165,0,165,0,,,,,,,,,,,,,,,,,,,,
1-Jan-06,27,2,29,169,169,3,169,0,169,6,,,,,,,,,,,,,,,,,,,,
8-Jan-06,10,0,10,212,212,0,212,0,212,5,,,,,,,,,,,,,,,,,,,,
15-Jan-06,16,12,28,221,221,2,221,3,221,7,,,,,,,,,,,,,,,,,,,,
22-Jan-06,47,37,84,236,236,1,236,2,236,5,,,,,,,,,,,,,,,,,,,,
29-Jan-06,32,39,71,256,256,4,256,2,256,10,,,,,,,,,,,,,,,,,,,,
5-Feb-06,36,32,68,274,274,3,274,2,274,4,,,,,,,,,,,,,,,,,,,,
12-Feb-06,36,26,62,231,231,3,231,2,231,2,,,,,,,,,,,,,,,,,,,,
19-Feb-06,29,24,53,227,227,1,0,0,227,1,,,,,,,,,,,,,,,,,,,,
26-Feb-06,28,51,79,240,240,5,240,3,240,0,,,,,,,,,,,,,,,,,,,,
5-Mar-06,25,45,70,196,196,1,196,3,196,3,,,,,,,,,,,,,,,,,,,,
12-Mar-06,13,17,30,167,167,2,167,2,167,3,,,,,,,,,,,,,,,,,,,,
19-Mar-06,9,15,24,115,115,0,115,2,115,1,,,,,,,,,,,,,,,,,,,,
26-Mar-06,15,11,26,128,128,0,128,0,128,0,,,,,,,,,,,,,,,,,,,,
2-Apr-06,7,3,10,82,82,1,82,6,82,1,,,,,,,,,,,,,,,,,,,,
9-Apr-06,9,6,15,164,164,2,164,0,164,3,,,,,,,,,,,,,,,,,,,,
16-Apr-06,9,3,12,98,98,2,98,1,98,0,,,,,,,,,,,,,,,,,,,,
23-Apr-06,2,2,4,59,59,1,59,0,59,0,,,,,,,,,,,,,,,,,,,,
30-Apr-06,2,1,3,73,73,1,73,2,73,0,,,,,,,,,,,,,,,,,,,,
7-May-06,2,1,3,94,94,3,94,0,94,1,,,,,,,,,,,,,,,,,,,,
14-May-06,8,0,8,89,89,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,
21-May-06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
28-May-06,2,0,2,16,16,1,16,0,16,1,,,,,,,,,,,,,,,,,,,,
4-Jun-06,0,0,0,21,21,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,
11-Jun-06,2,0,2,16,16,0,16,2,16,1,,,,,,,,,,,,,,,,,,,,
18-Jun-06,0,0,0,46,46,1,46,1,46,0,,,,,,,,,,,,,,,,,,,,
25-Jun-06,0,1,1,33,33,1,33,0,33,0,,,,,,,,,,,,,,,,,,,,
2-Jul-06,0,0,0,18,18,0,18,0,18,3,,,,,,,,,,,,,,,,,,,,
9-Jul-06,0,0,0,14,14,1,14,1,14,0,,,,,,,,,,,,,,,,,,,,
16-Jul-06,0,0,0,14,14,0,14,0,14,1,,,,,,,,,,,,,,,,,,,,
23-Jul-06,0,0,0,7,7,1,7,4,7,6,,,,,,,,,,,,,,,,,,,,
30-Jul-06,0,0,0,12,12,0,12,2,12,1,,,,,,,,,,,,,,,,,,,,
6-Aug-06,0,0,0,8,8,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,
13-Aug-06,0,0,0,10,10,0,10,0,10,4,,,,,,,,,,,,,,,,,,,,
20-Aug-06,0,0,0,23,23,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,
27-Aug-06,0,0,0,11,11,0,11,1,11,0,,,,,,,,,,,,,,,,,,,,
3-Sep-06,0,0,0,37,37,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,
10-Sep-06,2,0,2,29,29,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,
17-Sep-06,0,0,0,54,54,0,54,3,54,0,,,,,,,,,,,,,,,,,,,,
24-Sep-06,0,0,0,61,61,1,61,0,61,0,,,,,,,,,,,,,,,,,,,,
1-Oct-06,0,0,0,60,60,1,60,0,60,1,,,,,,,,,,,,,,,,,,,,
8-Oct-06,0,0,0,56,56,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,
15-Oct-06,0,0,0,50,50,0,50,1,50,1,,,,,,,,,,,,,,,,,,,,
22-Oct-06,0,0,0,63,63,0,63,0,63,1,,,,,,,,,,,,,,,,,,,,
29-Oct-06,1,0,1,81,81,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,
5-Nov-06,0,0,0,84,84,0,84,0,84,2,,,,,,,,,,,,,,,,,,,,
12-Nov-06,0,0,0,76,76,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,
19-Nov-06,3,0,3,76,76,1,76,0,76,2,,,,,,,,,,,,,,,,,,,,
26-Nov-06,3,0,3,90,90,0,90,1,90,1,,,,,,,,,,,,,,,,,,,,
3-Dec-06,10,0,10,98,98,1,98,0,98,1,,,,,,,,,,,,,,,,,,,,
10-Dec-06,0,0,0,93,93,1,93,0,93,0,,,,,,,,,,,,,,,,,,,,
17-Dec-06,6,1,7,97,97,5,97,1,97,2,,,,,,,,,,,,,,,,,,,,
24-Dec-06,8,0,8,109,109,4,109,1,109,1,,,,,,,,,,,,,,,,,,,,
31-Dec-06,2,0,2,116,116,2,116,3,116,0,,,,,,,,,,,,,,,,,,,,
7-Jan-07,11,3,14,142,142,1,142,0,142,1,,,,,,,,,,,,,,,,,,,,
14-Jan-07,15,1,16,153,153,0,153,0,153,3,,,,,,,,,,,,,,,,,,,,
21-Jan-07,31,5,36,236,236,1,236,0,236,4,,,,,,,,,,,,,,,,,,,,
28-Jan-07,66,6,72,217,217,3,217,2,217,4,,,,,,,,,,,,,,,,,,,,
4-Feb-07,59,3,62,247,247,3,247,0,247,1,,,,,,,,,,,,,,,,,,,,
11-Feb-07,102,4,106,396,396,2,396,1,396,1,,,,,,,,,,,,,,,,,,,,
18-Feb-07,32,6,38,259,259,6,259,1,259,6,,,,,,,,,,,,,,,,,,,,
25-Feb-07,63,1,64,247,247,4,247,3,247,2,,,,,,,,,,,,,,,,,,,,
4-Mar-07,70,0,70,285,285,17,285,1,285,3,,,,,,,,,,,,,,,,,,,,
11-Mar-07,44,1,45,226,226,21,226,3,226,1,,,,,,,,,,,,,,,,,,,,
18-Mar-07,20,1,21,185,185,17,185,1,185,4,,,,,,,,,,,,,,,,,,,,
25-Mar-07,23,1,24,149,149,5,149,0,149,2,,,,,,,,,,,,,,,,,,,,
1-Apr-07,13,1,14,113,113,4,113,2,113,6,,,,,,,,,,,,,,,,,,,,
8-Apr-07,8,2,10,113,113,2,113,1,113,1,,,,,,,,,,,,,,,,,,,,
15-Apr-07,3,0,3,107,107,0,107,0,107,3,,,,,,,,,,,,,,,,,,,,
22-Apr-07,7,2,9,102,102,1,102,0,102,1,,,,,,,,,,,,,,,,,,,,
29-Apr-07,9,2,11,91,91,0,91,1,91,1,,,,,,,,,,,,,,,,,,,,
6-May-07,0,0,0,80,80,1,80,0,80,2,,,,,,,,,,,,,,,,,,,,
13-May-07,0,0,0,29,29,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,
20-May-07,0,0,0,13,13,0,13,0,13,1,,,,,,,,,,,,,,,,,,,,
27-May-07,0,0,0,46,46,0,46,1,46,0,,,,,,,,,,,,,,,,,,,,
3-Jun-07,0,0,0,19,19,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,
10-Jun-07,0,0,0,8,8,0,8,0,8,2,,,,,,,,,,,,,,,,,,,,
17-Jun-07,1,0,1,13,13,0,13,2,13,0,,,,,,,,,,,,,,,,,,,,
24-Jun-07,0,0,0,16,16,0,16,1,16,0,,,,,,,,,,,,,,,,,,,,
1-Jul-07,0,0,0,9,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,
8-Jul-07,0,0,0,16,16,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,
15-Jul-07,0,0,0,6,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,
22-Jul-07,0,0,0,10,10,0,10,0,10,1,,,,,,,,,,,,,,,,,,,,
29-Jul-07,0,0,0,2,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,
5-Aug-07,1,0,1,13,13,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,
12-Aug-07,0,0,0,5,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,
19-Aug-07,0,0,0,11,11,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,
26-Aug-07,0,0,0,13,13,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,
2-Sep-07,0,0,0,9,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,
9-Sep-07,0,0,0,7,7,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,
16-Sep-07,0,0,0,13,13,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,
23-Sep-07,0,0,0,23,23,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,
30-Sep-07,1,0,1,41,41,1,41,0,41,0,,,,,,,,,,,,,,,,,,,,
7-Oct-07,0,0,0,56,56,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,
14-Oct-07,0,0,0,33,33,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,
21-Oct-07,0,0,0,34,34,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,
28-Oct-07,0,0,0,33,33,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,
4-Nov-07,0,0,0,65,65,0,65,1,65,0,,,,,,,,,,,,,,,,,,,,
11-Nov-07,0,0,0,45,45,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,
18-Nov-07,2,1,3,49,49,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,
25-Nov-07,1,0,1,49,49,0,49,1,49,6,,,,,,,,,,,,,,,,,,,,
2-Dec-07,4,0,4,59,59,0,59,0,59,3,,,,,,,,,,,,,,,,,,,,
9-Dec-07,3,1,4,65,65,0,65,0,65,1,,,,,,,,,,,,,,,,,,,,
16-Dec-07,14,2,16,57,57,0,57,0,57,2,,,,,,,,,,,,,,,,,,,,
23-Dec-07,11,1,12,71,71,0,71,0,71,1,,,,,,,,,,,,,,,,,,,,
30-Dec-07,24,5,29,96,96,0,96,0,96,6,,,,,,,,,,,,,,,,,,,,
6-Jan-08,39,7,46,130,130,0,130,0,130,4,,,,,,,,,,,,,,,,,,,,
13-Jan-08,21,14,35,174,174,2,174,2,174,2,,,,,,,,,,,,,,,,,,,,
20-Jan-08,45,3,48,174,174,0,174,0,174,3,,,,,,,,,,,,,,,,,,,,
27-Jan-08,85,21,106,230,230,0,230,0,230,3,,,,,,,,,,,,,,,,,,,,
3-Feb-08,37,23,60,205,205,8,205,0,205,2,,,,,,,,,,,,,,,,,,,,
10-Feb-08,42,34,76,181,181,2,181,0,181,5,,,,,,,,,,,,,,,,,,,,
17-Feb-08,48,46,94,181,181,4,181,2,181,0,,,,,,,,,,,,,,,,,,,,
24-Feb-08,33,84,117,244,244,1,244,0,244,2,,,,,,,,,,,,,,,,,,,,
2-Mar-08,28,43,71,192,192,2,192,1,192,3,,,,,,,,,,,,,,,,,,,,
9-Mar-08,16,54,70,182,182,8,182,0,182,0,,,,,,,,,,,,,,,,,,,,
16-Mar-08,26,38,64,142,142,4,142,1,142,1,,,,,,,,,,,,,,,,,,,,
23-Mar-08,16,29,45,157,157,3,157,0,157,1,,,,,,,,,,,,,,,,,,,,
30-Mar-08,20,23,43,125,125,4,125,1,125,2,,,,,,,,,,,,,,,,,,,,
6-Apr-08,17,17,34,134,134,2,134,0,134,1,,,,,,,,,,,,,,,,,,,,
13-Apr-08,14,10,24,78,78,0,78,2,78,1,,,,,,,,,,,,,,,,,,,,
20-Apr-08,16,8,24,88,88,5,88,1,88,3,,,,,,,,,,,,,,,,,,,,
27-Apr-08,18,9,27,75,75,3,75,1,75,0,,,,,,,,,,,,,,,,,,,,
4-May-08,5,2,7,50,50,4,50,0,50,2,,,,,,,,,,,,,,,,,,,,
11-May-08,3,0,3,45,45,2,45,0,45,2,,,,,,,,,,,,,,,,,,,,
18-May-08,0,2,2,34,34,6,34,0,34,3,,,,,,,,,,,,,,,,,,,,
25-May-08,0,0,0,30,30,2,30,1,30,0,,,,,,,,,,,,,,,,,,,,
1-Jun-08,0,0,0,23,23,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,
8-Jun-08,0,0,0,17,17,2,17,1,17,3,,,,,,,,,,,,,,,,,,,,
15-Jun-08,0,0,0,18,18,0,18,0,18,1,,,,,,,,,,,,,,,,,,,,
22-Jun-08,0,0,0,23,23,0,23,2,23,1,,,,,,,,,,,,,,,,,,,,
29-Jun-08,0,0,0,13,13,0,13,0,13,2,,,,,,,,,,,,,,,,,,,,
6-Jul-08,0,0,0,11,11,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,
13-Jul-08,0,0,0,13,13,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,
20-Jul-08,0,0,0,11,11,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,
27-Jul-08,0,0,0,10,10,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,
3-Aug-08,0,0,0,6,6,0,6,0,6,1,,,,,,,,,,,,,,,,,,,,
10-Aug-08,0,0,0,13,13,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,
17-Aug-08,0,0,0,7,7,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,
24-Aug-08,0,0,0,9,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,
31-Aug-08,0,0,0,17,17,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,
7-Sep-08,0,0,0,11,11,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,
14-Sep-08,0,0,0,23,23,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,
21-Sep-08,0,0,0,14,14,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,
28-Sep-08,0,0,0,21,21,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,
5-Oct-08,0,0,0,25,25,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,
12-Oct-08,0,0,0,25,25,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,
19-Oct-08,0,0,0,56,56,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,
26-Oct-08,0,0,0,42,42,2,42,0,42,1,,,,,,,,,,,,,,,,,,,,
2-Nov-08,1,0,1,36,36,1,36,0,36,2,,,,,,,,,,,,,,,,,,,,
9-Nov-08,1,0,1,38,38,2,38,1,38,0,,,,,,,,,,,,,,,,,,,,
16-Nov-08,1,1,2,34,34,5,34,0,34,2,,,,,,,,,,,,,,,,,,,,
23-Nov-08,6,0,6,51,51,1,51,1,51,1,,,,,,,,,,,,,,,,,,,,
30-Nov-08,4,0,4,51,51,2,51,0,51,2,,,,,,,,,,,,,,,,,,,,
7-Dec-08,8,0,8,45,45,7,45,3,45,2,,,,,,,,,,,,,,,,,,,,
14-Dec-08,6,0,6,70,70,7,70,2,70,2,,,,,,,,,,,,,,,,,,,,
21-Dec-08,3,0,3,32,32,2,32,0,32,1,,,,,,,,,,,,,,,,,,,,
28-Dec-08,9,0,9,54,54,4,54,0,54,2,,,,,,,,,,,,,,,,,,,,
4-Jan-09,12,2,14,90,90,17,90,0,90,4,,,,,,,,,,,,,,,,,,,,
11-Jan-09,22,1,23,95,95,5,95,0,95,1,,,,,,,,,,,,,,,,,,,,
18-Jan-09,26,6,32,132,132,11,132,1,132,2,,,,,,,,,,,,,,,,,,,,
25-Jan-09,31,10,41,153,153,11,153,0,153,0,,,,,,,,,,,,,,,,,,,,
1-Feb-09,36,23,59,176,176,16,176,0,176,1,,,,,,,,,,,,,,,,,,,,
8-Feb-09,42,12,54,141,141,15,141,0,141,2,,,,,,,,,,,,,,,,,,,,
15-Feb-09,47,18,65,165,165,23,165,1,165,1,,,,,,,,,,,,,,,,,,,,
22-Feb-09,57,23,80,188,188,9,188,0,188,2,,,,,,,,,,,,,,,,,,,,
1-Mar-09,75,27,102,223,223,20,223,0,223,3,,,,,,,,,,,,,,,,,,,,
8-Mar-09,59,15,74,173,173,12,173,0,173,4,,,,,,,,,,,,,,,,,,,,
15-Mar-09,62,15,77,156,156,3,156,0,156,1,,,,,,,,,,,,,,,,,,,,
22-Mar-09,49,10,59,145,145,5,145,1,145,2,,,,,,,,,,,,,,,,,,,,
